"TERYT Powiatu";"Powiat";"Województwo";"Nr okręgu";"Liczba komisji";"Liczba uwzględnionych komisji";"Frekwencja";"Procent głosów nieważnych";"W tym z powodu postawienia znaku „X” obok nazwiska dwóch lub większej liczby kandydatów z różnych list";"W tym z powodu niepostawienia znaku „X” obok nazwiska żadnego kandydata";"W tym z powodu postawienia znaku „X” wyłącznie obok nazwiska kandydata na liście, której rejestracja została unieważniona";"Procent głosów ważnych oddanych łącznie na wszystkie listy kandydatów";"KOALICYJNY KOMITET WYBORCZY KOALICJA OBYWATELSKA";"KOALICYJNY KOMITET WYBORCZY LEWICA";"KOALICYJNY KOMITET WYBORCZY TRZECIA DROGA POLSKA 2050 SZYMONA HOŁOWNI - POLSKIE STRONNICTWO LUDOWE";"KOMITET WYBORCZY KONFEDERACJA WOLNOŚĆ I NIEPODLEGŁOŚĆ";"KOMITET WYBORCZY NORMALNY KRAJ";"KOMITET WYBORCZY POLEXIT";"KOMITET WYBORCZY POLSKA LIBERALNA STRAJK PRZEDSIĘBIORCÓW";"KOMITET WYBORCZY PRAWO I SPRAWIEDLIWOŚĆ";"KOMITET WYBORCZY RUCH NAPRAWY POLSKI";"KOMITET WYBORCZY WYBORCÓW BEZPARTYJNI SAMORZĄDOWCY-NORMALNA POLSKA W NORMALNEJ EUROPIE";"KOMITET WYBORCZY WYBORCÓW GŁOS SILNEJ POLSKI"
142700;"sierpecki";"mazowieckie";5;53;53;"30,72";"0,80";"60,82";"39,18";"0,00";"99,20";"22,20";"3,50";"9,02";"12,30";"0,28";"0,30";"0,10";"51,02";"0,20";"0,77";"0,30"
142800;"sochaczewski";"mazowieckie";5;67;67;"37,40";"0,68";"59,51";"40,49";"0,00";"99,32";"30,13";"3,38";"7,68";"11,80";"0,20";"0,23";"0,11";"45,29";"0,20";"0,80";"0,18"
142900;"sokołowski";"mazowieckie";5;55;55;"40,37";"0,60";"54,46";"45,54";"0,00";"99,40";"15,19";"1,55";"11,93";"16,87";"0,17";"0,22";"0,06";"52,97";"0,19";"0,51";"0,35"
143000;"szydłowiecki";"mazowieckie";5;36;36;"33,55";"0,66";"44,12";"55,88";"0,00";"99,34";"17,79";"3,12";"4,90";"13,30";"0,31";"0,25";"0,08";"58,41";"0,21";"0,74";"0,89"
143200;"warszawski zachodni";"mazowieckie";4;71;71;"51,82";"0,42";"49,76";"50,24";"0,00";"99,58";"41,91";"6,61";"7,24";"13,41";;"0,25";;"29,36";;"1,23";
143300;"węgrowski";"mazowieckie";5;72;72;"40,82";"0,67";"44,29";"55,71";"0,00";"99,33";"18,11";"2,08";"6,89";"13,84";"0,19";"0,14";"0,06";"57,78";"0,19";"0,51";"0,20"
143400;"wołomiński";"mazowieckie";4;171;171;"46,66";"0,51";"48,14";"51,86";"0,00";"99,49";"30,69";"5,48";"6,42";"16,88";;"0,26";;"39,14";;"1,14";
143500;"wyszkowski";"mazowieckie";5;68;68;"39,75";"0,60";"62,59";"37,41";"0,00";"99,40";"21,02";"3,77";"8,43";"13,90";"0,27";"0,17";"0,16";"50,97";"0,21";"0,92";"0,19"
143600;"zwoleński";"mazowieckie";5;44;44;"32,98";"0,86";"55,00";"45,00";"0,00";"99,14";"16,46";"2,77";"7,26";"16,36";"0,30";"0,26";"0,12";"55,07";"0,15";"0,66";"0,58"
143700;"żuromiński";"mazowieckie";5;37;37;"28,43";"0,77";"63,08";"36,92";"0,00";"99,23";"20,74";"3,60";"12,42";"9,99";"0,20";"0,26";"0,10";"52,20";"0,13";"0,25";"0,10"
143800;"żyrardowski";"mazowieckie";5;64;64;"40,80";"0,61";"58,87";"41,13";"0,00";"99,39";"32,03";"5,02";"9,50";"12,06";"0,30";"0,25";"0,10";"38,84";"0,75";"0,93";"0,21"
146100;"Ostrołęka";"mazowieckie";5;29;29;"39,07";"0,75";"36,04";"63,96";"0,00";"99,25";"25,24";"3,88";"18,08";"10,10";"0,12";"0,25";"0,05";"40,58";"0,12";"1,41";"0,18"
146200;"Płock";"mazowieckie";5;72;72;"41,63";"0,48";"55,11";"44,89";"0,00";"99,52";"43,46";"5,14";"6,63";"9,14";"0,25";"0,09";"0,06";"34,26";"0,20";"0,61";"0,15"
146300;"Radom";"mazowieckie";5;115;115;"42,48";"0,38";"60,08";"39,92";"0,00";"99,62";"36,58";"4,74";"4,93";"11,32";"0,18";"0,17";"0,06";"41,16";"0,10";"0,53";"0,25"
146400;"Siedlce";"mazowieckie";5;43;43;"44,39";"0,33";"45,24";"54,76";"0,00";"99,67";"32,54";"3,40";"7,27";"11,99";"0,17";"0,22";"0,05";"43,38";"0,19";"0,62";"0,17"
146501;"Warszawa";"mazowieckie";4;849;849;"58,15";"0,35";"48,42";"51,58";"0,00";"99,65";"48,25";"11,98";"7,00";"10,16";;"0,22";;"21,38";;"1,01";
;"statki";;4;7;7;"91,56";"3,07";"66,67";"33,33";"0,00";"96,93";"32,75";"6,69";"12,68";"35,56";;"0,00";;"11,27";;"1,06";
;"zagranica";;4;299;299;"87,91";"0,44";"34,91";"65,09";"0,00";"99,56";"40,89";"16,22";"5,51";"16,19";;"0,22";;"20,25";;"0,73";
160100;"brzeski";"opolskie";12;103;103;"36,84";"0,53";"52,67";"47,33";"0,00";"99,47";"37,35";"5,25";"4,41";"12,88";;"0,28";;"38,44";;"1,40";
160200;"głubczycki";"opolskie";12;64;64;"34,06";"0,97";"52,63";"47,37";"0,00";"99,03";"33,61";"4,59";"4,48";"10,65";;"0,39";;"45,21";;"1,08";
160300;"kędzierzyńsko-kozielski";"opolskie";12;73;73;"32,62";"0,71";"71,97";"28,03";"0,00";"99,29";"46,70";"6,31";"5,60";"11,48";;"0,32";;"28,07";;"1,52";
160400;"kluczborski";"opolskie";12;70;70;"33,42";"0,72";"65,25";"34,75";"0,00";"99,28";"47,10";"4,19";"3,06";"11,54";;"0,25";;"33,09";;"0,77";
160500;"krapkowicki";"opolskie";12;57;57;"27,45";"0,70";"69,23";"30,77";"0,00";"99,30";"51,07";"4,84";"6,26";"12,50";;"0,37";;"23,52";;"1,43";
160600;"namysłowski";"opolskie";12;71;71;"36,68";"0,65";"58,97";"41,03";"0,00";"99,35";"38,24";"5,46";"4,20";"13,25";;"0,24";;"37,76";;"0,85";
160700;"nyski";"opolskie";12;143;143;"34,57";"0,66";"58,82";"41,18";"0,00";"99,34";"34,77";"6,01";"4,75";"10,96";;"0,28";;"42,39";;"0,84";
160800;"oleski";"opolskie";12;68;68;"29,81";"0,66";"61,86";"38,14";"0,00";"99,34";"42,26";"4,54";"5,15";"13,38";;"0,26";;"33,07";;"1,33";
160900;"opolski";"opolskie";12;135;135;"31,29";"0,75";"65,04";"34,96";"0,00";"99,25";"50,36";"5,23";"6,02";"12,18";;"0,31";;"24,78";;"1,12";
161000;"prudnicki";"opolskie";12;75;75;"30,31";"0,76";"60,00";"40,00";"0,00";"99,24";"38,46";"4,38";"3,97";"13,73";;"0,29";;"38,07";;"1,10";
161100;"strzelecki";"opolskie";12;81;81;"28,34";"0,91";"61,49";"38,51";"0,00";"99,09";"47,93";"4,87";"5,30";"12,50";;"0,40";;"27,41";;"1,58";
166100;"Opole";"opolskie";12;84;84;"46,74";"0,43";"41,88";"58,12";"0,00";"99,57";"54,40";"9,26";"5,03";"9,93";;"0,15";;"20,06";;"1,18";
180100;"bieszczadzki";"podkarpackie";9;37;37;"34,62";"0,57";"73,53";"26,47";"0,00";"99,43";"33,31";"3,25";"4,14";"16,39";;"0,08";;"42,27";;"0,56";
180200;"brzozowski";"podkarpackie";9;59;59;"34,89";"0,62";"59,46";"40,54";"0,00";"99,38";"15,14";"1,04";"3,05";"15,21";;"0,20";;"64,48";;"0,88";
180300;"dębicki";"podkarpackie";9;118;118;"38,99";"0,73";"57,58";"42,42";"0,00";"99,27";"18,96";"1,61";"7,18";"14,84";;"0,24";;"56,18";;"0,99";
180400;"jarosławski";"podkarpackie";9;120;120;"36,64";"0,73";"53,60";"46,40";"0,00";"99,27";"19,55";"1,53";"3,93";"15,99";;"0,24";;"56,90";;"1,86";
180500;"jasielski";"podkarpackie";9;127;127;"38,48";"0,67";"60,87";"39,13";"0,00";"99,33";"21,48";"1,79";"2,64";"13,04";;"0,23";;"59,96";;"0,86";
180600;"kolbuszowski";"podkarpackie";9;66;66;"37,04";"0,78";"61,27";"38,73";"0,00";"99,22";"11,61";"1,33";"4,20";"26,76";;"0,20";;"55,24";;"0,67";
180700;"krośnieński";"podkarpackie";9;111;111;"36,14";"0,58";"54,55";"45,45";"0,00";"99,42";"22,56";"1,65";"3,36";"14,92";;"0,26";;"56,05";;"1,20";
180800;"leżajski";"podkarpackie";9;58;58;"39,36";"0,51";"48,15";"51,85";"0,00";"99,49";"19,58";"0,97";"1,73";"15,20";;"0,19";;"61,63";;"0,70";
180900;"lubaczowski";"podkarpackie";9;67;67;"33,09";"0,75";"58,33";"41,67";"0,00";"99,25";"22,29";"1,99";"4,77";"14,23";;"0,22";;"55,59";;"0,90";
181000;"łańcucki";"podkarpackie";9;58;58;"39,78";"0,49";"47,97";"52,03";"0,00";"99,51";"18,28";"1,64";"4,44";"18,72";;"0,27";;"55,26";;"1,39";
181100;"mielecki";"podkarpackie";9;124;124;"38,28";"0,54";"57,67";"42,33";"0,00";"99,46";"18,09";"2,07";"9,89";"14,60";;"0,19";;"54,36";;"0,82";
181200;"niżański";"podkarpackie";9;83;83;"36,93";"0,65";"50,40";"49,60";"0,00";"99,35";"14,27";"2,00";"5,05";"13,45";;"0,21";;"64,19";;"0,82";
181300;"przemyski";"podkarpackie";9;106;106;"34,21";"0,93";"60,87";"39,13";"0,00";"99,07";"19,20";"1,60";"4,84";"17,39";;"0,39";;"55,18";;"1,41";
181400;"przeworski";"podkarpackie";9;82;82;"35,04";"0,65";"53,24";"46,76";"0,00";"99,35";"17,83";"1,72";"5,17";"16,56";;"0,19";;"57,44";;"1,10";
181500;"ropczycko-sędziszowski";"podkarpackie";9;69;69;"39,04";"0,61";"54,74";"45,26";"0,00";"99,39";"13,05";"1,45";"5,28";"17,09";;"0,20";;"61,91";;"1,02";
181600;"rzeszowski";"podkarpackie";9;125;125;"41,04";"0,55";"61,46";"38,54";"0,00";"99,45";"19,69";"1,67";"4,23";"17,70";;"0,32";;"55,11";;"1,28";
181700;"sanocki";"podkarpackie";9;82;82;"36,07";"0,63";"65,66";"34,34";"0,00";"99,37";"31,30";"2,63";"4,05";"13,56";;"0,20";;"47,48";;"0,79";
181800;"stalowowolski";"podkarpackie";9;95;95;"39,39";"0,67";"53,27";"46,73";"0,00";"99,33";"23,99";"2,09";"4,04";"11,32";;"0,22";;"57,11";;"1,23";
181900;"strzyżowski";"podkarpackie";9;64;64;"35,74";"0,62";"56,60";"43,40";"0,00";"99,38";"18,26";"1,55";"3,84";"17,45";;"0,41";;"57,41";;"1,07";
182000;"tarnobrzeski";"podkarpackie";9;51;51;"34,74";"0,78";"60,18";"39,82";"0,00";"99,22";"18,06";"1,60";"6,13";"14,26";;"0,20";;"58,48";;"1,27";
182100;"leski";"podkarpackie";9;32;32;"38,90";"0,75";"67,69";"32,31";"0,00";"99,25";"33,02";"2,45";"3,12";"13,09";;"0,22";;"47,11";;"0,98";
186100;"Krosno";"podkarpackie";9;28;28;"41,56";"0,40";"29,31";"70,69";"0,00";"99,60";"40,78";"3,21";"3,26";"11,65";;"0,28";;"39,73";;"1,09";
186200;"Przemyśl";"podkarpackie";9;39;39;"37,34";"0,70";"67,52";"32,48";"0,00";"99,30";"39,70";"2,47";"3,56";"13,35";;"0,23";;"39,44";;"1,25";
186300;"Rzeszów";"podkarpackie";9;102;102;"46,97";"0,35";"48,79";"51,21";"0,00";"99,65";"40,88";"3,97";"5,10";"14,12";;"0,22";;"34,20";;"1,50";
186400;"Tarnobrzeg";"podkarpackie";9;35;35;"38,76";"0,50";"48,53";"51,47";"0,00";"99,50";"42,65";"2,99";"4,35";"9,70";;"0,23";;"37,99";;"2,08";
200100;"augustowski";"podlaskie";3;54;54;"33,94";"0,64";"56,70";"43,30";"0,00";"99,36";"27,34";"2,49";"8,23";"15,51";"0,41";"0,35";;"44,79";;"0,88";
200200;"białostocki";"podlaskie";3;149;149;"40,79";"0,60";"48,82";"51,18";"0,00";"99,40";"30,07";"2,60";"8,60";"15,07";"0,53";"0,25";;"41,98";;"0,89";
200300;"bielski";"podlaskie";3;56;56;"33,89";"0,64";"56,04";"43,96";"0,00";"99,36";"24,46";"4,06";"11,07";"13,78";"0,38";"0,23";;"45,09";;"0,91";
200400;"grajewski";"podlaskie";3;46;46;"30,82";"0,80";"50,00";"50,00";"0,00";"99,20";"18,63";"1,63";"13,52";"14,11";"0,23";"0,19";;"51,03";;"0,67";
200500;"hajnowski";"podlaskie";3;47;47;"30,08";"0,94";"48,96";"51,04";"0,00";"99,06";"37,43";"7,36";"15,02";"14,48";"0,72";"0,51";;"22,99";;"1,48";
200600;"kolneński";"podlaskie";3;48;48;"30,90";"0,82";"56,00";"44,00";"0,00";"99,18";"11,52";"1,02";"12,54";"18,27";"0,25";"0,15";;"55,48";;"0,76";
200700;"łomżyński";"podlaskie";3;61;61;"33,85";"0,74";"48,51";"51,49";"0,00";"99,26";"12,99";"0,96";"9,39";"18,85";"0,26";"0,25";;"56,76";;"0,54";
200800;"moniecki";"podlaskie";3;43;43;"29,70";"0,69";"50,00";"50,00";"0,00";"99,31";"19,95";"1,59";"8,77";"17,39";"0,42";"0,29";;"50,60";;"0,98";
200900;"sejneński";"podlaskie";3;22;22;"28,78";"0,59";"51,85";"48,15";"0,00";"99,41";"31,60";"3,12";"11,70";"13,87";"0,42";"0,16";;"38,25";;"0,89";
201000;"siemiatycki";"podlaskie";3;54;54;"32,81";"0,72";"51,85";"48,15";"0,00";"99,28";"23,55";"3,29";"9,64";"16,97";"0,41";"0,20";;"45,08";;"0,86";
201100;"sokólski";"podlaskie";3;73;73;"32,55";"0,72";"46,67";"53,33";"0,00";"99,28";"23,25";"2,13";"8,92";"16,10";"0,37";"0,20";;"48,02";;"1,00";
201200;"suwalski";"podlaskie";3;42;42;"32,03";"0,73";"39,39";"60,61";"0,00";"99,27";"21,60";"1,93";"8,88";"20,96";"0,57";"0,44";;"44,55";;"1,07";
201300;"wysokomazowiecki";"podlaskie";3;68;68;"39,08";"0,69";"45,76";"54,24";"0,00";"99,31";"11,64";"0,91";"8,92";"19,22";"0,25";"0,19";;"57,86";;"1,01";
201400;"zambrowski";"podlaskie";3;49;49;"34,69";"0,78";"57,61";"42,39";"0,00";"99,22";"14,99";"1,12";"15,72";"15,37";"0,21";"0,29";;"51,68";;"0,63";
206100;"Białystok";"podlaskie";3;191;191;"45,50";"0,43";"47,60";"52,40";"0,00";"99,57";"40,45";"4,14";"8,72";"12,30";"0,45";"0,22";;"32,88";;"0,84";
206200;"Łomża";"podlaskie";3;32;32;"38,64";"0,51";"56,18";"43,82";"0,00";"99,49";"30,68";"1,90";"10,17";"10,63";"0,31";"0,19";;"45,55";;"0,58";
206300;"Suwałki";"podlaskie";3;38;38;"35,02";"0,55";"51,00";"49,00";"0,00";"99,45";"39,20";"2,46";"6,63";"12,22";"0,42";"0,30";;"37,89";;"0,88";
220100;"bytowski";"pomorskie";1;114;114;"34,54";"0,69";"55,00";"45,00";"0,00";"99,31";"40,74";"2,45";"6,53";"9,01";;"0,32";;"39,97";;"0,99";
220200;"chojnicki";"pomorskie";1;86;86;"36,63";"0,67";"52,81";"47,19";"0,00";"99,33";"42,90";"2,32";"4,24";"10,76";;"0,36";;"38,54";;"0,86";
220300;"człuchowski";"pomorskie";1;78;78;"31,17";"1,13";"58,94";"41,06";"0,00";"98,87";"50,59";"2,91";"4,84";"10,02";;"0,45";;"30,09";;"1,10";
220400;"gdański";"pomorskie";1;76;76;"42,15";"0,57";"56,36";"43,64";"0,00";"99,43";"53,42";"4,01";"6,77";"10,91";;"0,37";;"23,15";;"1,36";
220500;"kartuski";"pomorskie";1;112;112;"41,67";"0,47";"43,96";"56,04";"0,00";"99,53";"41,78";"2,53";"4,69";"12,93";;"0,31";;"36,52";;"1,24";
220600;"kościerski";"pomorskie";1;63;63;"38,86";"0,62";"56,82";"43,18";"0,00";"99,38";"40,84";"2,39";"4,53";"11,40";;"0,42";;"39,61";;"0,82";
220700;"kwidzyński";"pomorskie";1;77;77;"32,01";"0,81";"61,39";"38,61";"0,00";"99,19";"46,05";"3,99";"3,89";"11,45";;"0,40";;"32,86";;"1,35";
220800;"lęborski";"pomorskie";1;58;58;"39,88";"0,56";"60,55";"39,45";"0,00";"99,44";"50,37";"3,07";"4,78";"8,99";;"0,31";;"31,32";;"1,16";
220900;"malborski";"pomorskie";1;44;44;"34,58";"0,54";"59,77";"40,23";"0,00";"99,46";"51,65";"4,26";"4,46";"9,64";;"0,34";;"28,02";;"1,62";
221000;"nowodworski";"pomorskie";1;38;38;"39,49";"0,51";"53,33";"46,67";"0,00";"99,49";"52,69";"3,96";"4,10";"9,28";;"0,31";;"28,76";;"0,90";
221100;"pucki";"pomorskie";1;77;77;"46,28";"0,52";"48,09";"51,91";"0,00";"99,48";"50,87";"3,33";"6,64";"10,01";;"0,32";;"27,80";;"1,02";
221200;"słupski";"pomorskie";1;128;128;"36,07";"0,79";"66,82";"33,18";"0,00";"99,21";"50,19";"3,36";"4,19";"8,21";;"0,44";;"32,62";;"0,99";
221300;"starogardzki";"pomorskie";1;112;112;"34,74";"0,67";"57,27";"42,73";"0,00";"99,33";"39,48";"2,67";"5,22";"10,93";;"0,35";;"39,87";;"1,48";
221400;"tczewski";"pomorskie";1;100;100;"35,81";"0,77";"66,09";"33,91";"0,00";"99,23";"44,33";"3,19";"6,33";"10,62";;"0,36";;"33,61";;"1,55";
221500;"wejherowski";"pomorskie";1;131;131;"41,11";"0,51";"50,88";"49,12";"0,00";"99,49";"47,48";"3,71";"6,09";"11,13";;"0,33";;"30,06";;"1,20";
221600;"sztumski";"pomorskie";1;44;44;"29,83";"1,01";"58,51";"41,49";"0,00";"98,99";"46,96";"3,78";"5,39";"9,37";;"0,59";;"32,18";;"1,74";
226100;"Gdańsk";"pomorskie";1;201;201;"52,22";"0,30";"39,85";"60,15";"0,00";"99,70";"57,39";"6,87";"5,42";"7,87";;"0,28";;"21,09";;"1,09";
226200;"Gdynia";"pomorskie";1;118;118;"50,79";"0,34";"42,24";"57,76";"0,00";"99,66";"56,71";"6,90";"6,28";"7,81";;"0,26";;"21,01";;"1,03";
226300;"Słupsk";"pomorskie";1;47;47;"41,16";"0,40";"55,24";"44,76";"0,00";"99,60";"54,41";"3,69";"3,31";"7,11";;"0,36";;"30,40";;"0,72";
226400;"Sopot";"pomorskie";1;23;23;"58,55";"0,31";"38,78";"61,22";"0,00";"99,69";"62,22";"6,44";"3,96";"5,85";;"0,28";;"20,53";;"0,72";
240100;"będziński";"śląskie";11;100;100;"40,67";"0,57";"60,69";"39,31";"0,00";"99,43";"47,57";"6,88";"4,41";"8,91";"0,41";"0,23";"0,15";"30,40";"0,31";"0,73";
240200;"bielski";"śląskie";11;94;94;"43,57";"0,56";"49,84";"50,16";"0,00";"99,44";"38,00";"3,34";"5,93";"11,73";"0,45";"0,21";"0,11";"39,34";"0,23";"0,66";
240300;"cieszyński";"śląskie";11;127;127;"39,81";"0,51";"58,42";"41,58";"0,00";"99,49";"40,22";"4,15";"5,48";"11,76";"0,53";"0,25";"0,15";"36,50";"0,29";"0,66";
240400;"częstochowski";"śląskie";11;145;145;"37,39";"0,66";"58,40";"41,60";"0,00";"99,34";"28,95";"4,86";"6,98";"10,12";"0,57";"0,21";"0,21";"46,88";"0,48";"0,74";
240500;"gliwicki";"śląskie";11;87;87;"37,03";"0,63";"51,00";"49,00";"0,00";"99,37";"42,05";"3,22";"4,74";"11,43";"0,57";"0,28";"0,20";"36,38";"0,30";"0,82";
240600;"kłobucki";"śląskie";11;73;73;"34,50";"0,55";"61,42";"38,58";"0,00";"99,45";"23,80";"3,66";"15,41";"10,71";"0,51";"0,20";"0,14";"44,67";"0,21";"0,68";
240700;"lubliniecki";"śląskie";11;71;71;"35,81";"0,82";"53,14";"46,86";"0,00";"99,18";"34,65";"2,61";"5,28";"12,39";"0,64";"0,31";"0,25";"42,76";"0,27";"0,83";
240800;"mikołowski";"śląskie";11;65;65;"43,53";"0,53";"47,70";"52,30";"0,00";"99,47";"40,03";"2,90";"8,81";"11,41";"0,34";"0,22";"0,13";"35,24";"0,23";"0,69";
240900;"myszkowski";"śląskie";11;61;61;"37,66";"0,52";"46,30";"53,70";"0,00";"99,48";"31,68";"4,61";"4,15";"9,39";"0,47";"0,24";"0,27";"48,29";"0,21";"0,69";
241000;"pszczyński";"śląskie";11;78;78;"42,99";"0,48";"50,88";"49,12";"0,00";"99,52";"31,62";"2,70";"5,37";"12,07";"0,58";"0,17";"0,09";"46,52";"0,20";"0,68";
241100;"raciborski";"śląskie";11;85;85;"31,53";"0,67";"57,74";"42,26";"0,00";"99,33";"42,94";"2,65";"3,89";"11,27";"0,37";"0,18";"0,15";"37,61";"0,20";"0,75";
241200;"rybnicki";"śląskie";11;48;48;"37,33";"0,54";"46,61";"53,39";"0,00";"99,46";"34,46";"1,85";"3,48";"11,61";"0,46";"0,18";"0,15";"46,89";"0,24";"0,69";
241300;"tarnogórski";"śląskie";11;93;93;"41,37";"0,51";"50,67";"49,33";"0,00";"99,49";"42,18";"3,34";"5,37";"10,89";"0,46";"0,25";"0,16";"36,34";"0,29";"0,71";
241400;"bieruńsko-lędziński";"śląskie";11;42;42;"42,13";"0,57";"51,85";"48,15";"0,00";"99,43";"26,98";"2,61";"7,17";"13,12";"0,62";"0,21";"0,12";"48,16";"0,23";"0,79";
241500;"wodzisławski";"śląskie";11;103;103;"37,07";"0,48";"55,12";"44,88";"0,00";"99,52";"37,42";"2,34";"3,70";"10,93";"0,43";"0,18";"0,11";"44,11";"0,20";"0,58";
241600;"zawierciański";"śląskie";11;121;121;"38,41";"0,67";"53,62";"46,38";"0,00";"99,33";"35,83";"4,37";"4,55";"10,29";"0,47";"0,20";"0,44";"42,82";"0,33";"0,69";
241700;"żywiecki";"śląskie";11;107;107;"40,82";"0,58";"58,21";"41,79";"0,00";"99,42";"26,86";"2,45";"5,99";"11,18";"0,41";"0,20";"0,13";"51,98";"0,20";"0,61";
246100;"Bielsko-Biała";"śląskie";11;77;77;"46,85";"0,46";"50,75";"49,25";"0,00";"99,54";"45,45";"4,55";"5,15";"10,11";"0,36";"0,22";"0,07";"33,22";"0,22";"0,64";
246200;"Bytom";"śląskie";11;82;82;"35,98";"0,58";"50,66";"49,34";"0,00";"99,42";"46,10";"5,29";"4,49";"9,66";"0,60";"0,20";"0,31";"32,39";"0,23";"0,72";
246300;"Chorzów";"śląskie";11;65;65;"38,78";"0,61";"47,40";"52,60";"0,00";"99,39";"50,35";"4,90";"6,39";"9,52";"0,51";"0,14";"0,22";"26,87";"0,30";"0,79";
246400;"Częstochowa";"śląskie";11;134;134;"43,30";"0,40";"40,43";"59,57";"0,00";"99,60";"42,48";"7,55";"4,92";"8,30";"0,55";"0,21";"0,13";"34,99";"0,19";"0,68";
246500;"Dąbrowa Górnicza";"śląskie";11;67;67;"41,20";"0,46";"50,60";"49,40";"0,00";"99,54";"49,26";"6,95";"4,18";"8,24";"0,34";"0,48";"0,13";"29,50";"0,24";"0,66";
246600;"Gliwice";"śląskie";11;117;117;"44,16";"0,47";"50,38";"49,62";"0,00";"99,53";"50,43";"5,37";"5,07";"9,83";"0,38";"0,19";"0,11";"27,41";"0,21";"0,99";
246700;"Jastrzębie-Zdrój";"śląskie";11;38;38;"37,14";"0,60";"41,55";"58,45";"0,00";"99,40";"34,49";"3,28";"3,43";"9,27";"0,43";"0,23";"0,13";"47,91";"0,17";"0,66";
246800;"Jaworzno";"śląskie";11;48;48;"39,80";"0,54";"51,72";"48,28";"0,00";"99,46";"41,17";"5,02";"4,55";"10,61";"0,53";"0,21";"0,08";"36,70";"0,21";"0,93";
246900;"Katowice";"śląskie";11;168;168;"47,41";"0,45";"43,43";"56,57";"0,00";"99,55";"50,42";"6,69";"6,19";"8,88";"0,39";"0,17";"0,14";"26,23";"0,22";"0,67";
247000;"Mysłowice";"śląskie";11;41;41;"41,52";"0,57";"52,76";"47,24";"0,00";"99,43";"42,37";"4,36";"4,97";"10,93";"0,41";"0,18";"0,23";"35,71";"0,19";"0,65";
247100;"Piekary Śląskie";"śląskie";11;32;32;"38,74";"0,60";"50,54";"49,46";"0,00";"99,40";"41,46";"3,36";"4,34";"8,92";"0,46";"0,16";"0,15";"40,39";"0,21";"0,54";
247200;"Ruda Śląska";"śląskie";11;79;79;"36,35";"0,56";"44,55";"55,45";"0,00";"99,44";"42,80";"3,63";"6,08";"9,30";"0,57";"0,20";"0,23";"36,25";"0,27";"0,68";
247300;"Rybnik";"śląskie";11;72;72;"39,29";"0,38";"41,33";"58,67";"0,00";"99,62";"43,57";"2,68";"3,52";"10,68";"0,43";"0,19";"0,15";"37,85";"0,33";"0,62";
247400;"Siemianowice Śląskie";"śląskie";11;41;41;"40,84";"0,51";"51,52";"48,48";"0,00";"99,49";"48,96";"5,02";"6,09";"10,41";"0,50";"0,25";"0,20";"27,56";"0,28";"0,73";
247500;"Sosnowiec";"śląskie";11;107;107;"41,46";"0,45";"54,61";"45,39";"0,00";"99,55";"47,26";"8,67";"4,62";"8,03";"0,43";"0,25";"0,12";"29,71";"0,21";"0,71";
247600;"Świętochłowice";"śląskie";11;27;27;"35,78";"0,47";"34,48";"65,52";"0,00";"99,53";"45,43";"4,00";"5,93";"9,85";"0,81";"0,18";"0,19";"32,53";"0,43";"0,64";
247700;"Tychy";"śląskie";11;67;67;"44,17";"0,44";"51,96";"48,04";"0,00";"99,56";"37,98";"4,89";"12,00";"10,14";"0,50";"0,16";"0,08";"33,41";"0,16";"0,66";
247800;"Zabrze";"śląskie";11;89;89;"34,39";"0,53";"46,30";"53,70";"0,00";"99,47";"46,63";"4,73";"4,25";"9,43";"0,46";"0,18";"0,16";"33,06";"0,34";"0,76";
247900;"Żory";"śląskie";11;26;26;"39,09";"0,48";"43,02";"56,98";"0,00";"99,52";"39,98";"3,22";"4,82";"10,60";"0,50";"0,19";"0,12";"39,75";"0,24";"0,58";
260100;"buski";"świętokrzyskie";10;94;94;"37,46";"0,74";"66,88";"33,12";"0,00";"99,26";"16,44";"3,15";"19,88";"11,05";"0,20";"0,22";"0,08";"48,45";;"0,53";
260200;"jędrzejowski";"świętokrzyskie";10;97;97;"36,28";"0,80";"73,06";"26,94";"0,00";"99,20";"16,00";"2,95";"13,06";"13,38";"0,19";"0,19";"0,20";"53,17";;"0,86";
260300;"kazimierski";"świętokrzyskie";10;34;34;"30,15";"0,91";"67,12";"32,88";"0,00";"99,09";"12,48";"2,65";"19,61";"13,43";"0,21";"0,21";"0,05";"50,92";;"0,43";
260400;"kielecki";"świętokrzyskie";10;247;247;"38,36";"0,61";"64,45";"35,55";"0,00";"99,39";"14,43";"3,15";"13,42";"14,05";"0,22";"0,20";"0,08";"53,72";;"0,72";
260500;"konecki";"świętokrzyskie";10;85;85;"36,81";"0,67";"68,83";"31,17";"0,00";"99,33";"15,46";"10,42";"10,01";"11,72";"0,19";"0,23";"0,07";"51,32";;"0,58";
260600;"opatowski";"świętokrzyskie";10;82;82;"34,24";"1,14";"56,25";"43,75";"0,00";"98,86";"10,74";"3,12";"14,57";"15,03";"0,20";"0,38";"0,17";"55,24";;"0,56";
260700;"ostrowiecki";"świętokrzyskie";10;95;95;"34,83";"0,77";"66,36";"33,64";"0,00";"99,23";"26,21";"5,74";"13,38";"11,60";"0,23";"0,22";"0,09";"41,98";;"0,56";
